oid,name
-2962,California State Floral Association
-2961,California State Firefighters' Association
-2960,California State Employees Association
-2959,Cal State East Bay
-2958,California State Council on Development Disabilities
-2957,California State Council of Unite HERE
-2956,California State Council of SHRM
-2955,California State Council of Service Employees Small Contributor Committee
-2954,CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES SCC
-2953,California State Council of Service Employees International Union
-2952,California State Council Of Service Employees E00789
-2951,California State Council Of Service Employees
-2950,California State Council of Laborers PAC-Small Contributor Committee
-2949,CA State Council of Laborers PAC-SCC
-2948,California State Council of Laborers PAC
-2947,California State Council Of Laborers
-2946,California State Council
-2945,California State Coroners' Association
-2944,California State Controller Betty Yee
-2943,California State Controller Betty T. Yee
-2942,California State Conference of the NAACP
-2941,California State Conference Of Branches Of Naacp
-2940,California State Conference NAACP
-2939,California State Commanders Veterans Council
-2938,California State Club Association
-2937,CA State Building & Construction Trades
-2936,California State Board of Pharmacy
-2935,California State Board of Optometry
-2934,California State Beekeepers Association
-2933,Ca State Automobile Assn & Ca State Automobile Assn Inter-Insurance Bureau & Affiliates
-2932,California State Auctioneers Association
-2931,"California State Association Of Public Administrators, Public Guardians, And Public Conservators"
-2930,California State Association Of Occupational Health Nurses
-2929,CA State Association of Electrical Workers- SCC
-2928,California State Association of Electrical Workers PAC
-2927,California State Association Of Electrical Workers
-2926,California State Association of Countries
-2925,California State Association Counties
-2924,California State Assembly
-2923,California State Alliance Of Ymca'S
-2922,Cal Start
-2921,CALIFORNIA STAFFING PROFESSIONALS PAC
-2920,California Staffing Professionals (Csp)
-2919,California Squid Fishermen's Association
-2918,"California Sportsmans Lobby, Inc., The"
-2917,"California Sportsman's Lobby, Inc."
-2916,California Sportmens Lobby
-2915,California Sportfishing League
-2914,California Speedway Corporation
-2913,California Speech Language Hearing Association
-2912,California Special Districts Association
-2911,"California Space Authority, Inc."
-2910,California Spa And Pool Industry Education Council
-2909,California Solar Industries Association
-2908,California Solar Energy Industry Association
-2907,California Solar Energy Industries Association
-2906,California Solar Energy Association
-2905,California Sod Producers Association
-2904,California Society of Plastic Surgeons PAC
-2903,California Society Of Plastic Surgeons
-2902,California Society Of Physical Medicine And Rehabilitation
-2901,California Society of Pediatric Dentistry
-2900,California Society Of Pathologists
-2899,California Society Of Interventional Pain Physicians
-2898,California Society of Industrial Medicine and Surgery Political Action Committee
-2897,California Society of Industrial Medicine & Surgery PAC
-2896,California Society Of Industrial Medicine And Surgery
-2895,California Society of Health System Pharmacists
-2894,California Society Of Health-System Pharmacists
-2893,California Society Of Enrolled Agents
-2892,California Society Of Dermatology & Dermatologic Surgery
-2891,California Society of CPA's
-2890,California Society Of Certified Public Accountants
-2889,California Society Of Association Executives
-2888,"California Society Of Anesthesiologists, Inc."
-2887,"California Society of Allergy, Asthma, and Immunology"
-2886,California Society Of Addiction Medicine
-2885,California Society For Respiratory Care
-2884,California Society For Clinical Social Work
-2883,California Society for Addiction Medicine
-2882,California Snow PAC Sponsored by the CA Ski Industry Assoc.
-2881,California Small Business AssociationCalifornia Small Business Roundtable
-2880,California Sleep Society
-2879,California Ski Industry Association
-2878,California Ski And Snowboard Safety Organization
-2877,California Sheriffs Association
-2876,California Sheep Commission
-2875,California Senior Legislature
-2874,California Senior Leaders Alliance
-2873,California Senior Advocates League
-2872,California Senate
-2871,California Self Storage Association
-2870,California Self Insurers' Security Fund
-2869,California SEIU
-2868,California Seed Association PAC
-2867,California Seed Association
-2866,California Secretary of State Alex Padilla
-2865,California Secretary of State
-2864,California Sea Urchin Commission
-2863,California Science Education Initiative
-2862,California Science Center Foundation
-2861,California School Transportation Association
-2860,California School Personnel Commissioners Association
-2859,California School Nutrition Association
-2858,California School Nurses Organization
-2857,California School Library Association
-2856,California School Health Centers Association
-2855,California School Funding Coalition
-2854,California School Food Services Association
-2853,California School Employees Association California Teachers Association
-2852,"California School Employees Association, AFL-CIO"
-2851,California School Employees Association
-2850,California School Boards Association
-2849,California School-Based Health Alliance
-2848,California School - Age Consortium
-2847,California Salmon Council
-2846,"California Safe Soil, LLC"
-2845,"California Rural Legal Assistance Foundation, Inc."
-2844,California Rural Legal Assistance
-2843,California Rural Indian Health Board
-2842,California Roof PAC
-2841,"California Right to Life Committee, Inc."
-2840,"California Rifle And Pistol Association, Inc."
-2839,California Rice PAC
-2838,California Rice Industry Association
-2837,California Rice Commission
-2836,California Rheumatology Alliance
-2835,California Retired Teachers Association
-2834,California Retired County Employees Association
-2833,CA Retailers Association Good Gov't Council
-2832,CALIFORNIA RETAILER ASSOCIATION GOOD GOVERNMENT COUNCIL
-2831,California Retailers Association
-2830,California Retail Association
-2829,California Restaurant Mutual Benefit Corporation
-2828,California Restaurant Association PAC
-2827,California Restaurant Association
-2826,California Respite Association
-2825,"California Resource Corporation Services, LLC"
-2824,CALIF. RESOURCES CORP.
-2823,California Resources Corporation
-2822,California Residential Services Association
-2821,California Reserve Peace Officers Association
-2820,California Republican Party
-2819,California Renters Legal Advocacy & Education Fund
-2818,California Renewable Fuels Partnership
-2817,California Releaf
-2816,California Reinvestment Coalition
-2815,California Rehabilitation Association
-2814,California Refuse Removal Council South PAC
-2813,"California Refuse Removal Council, Southern District"
-2812,California Refuse Recycling Council South PAC
-2811,"California Refuse Recycling Council, Southern District"
-2810,California Refuse Recycling Council North PAC
-2809,California Refuse Recycling Council
-2808,California Reducing Disparities Project
-2807,California Redevelopment Association
-2806,California Recreation Vehicle Dealers Association
-2805,CA Realty & Land Inc.
-2804,California Real Estate Political Action Committee-California Association of Realtors CREPAC
-2803,California Real Estate Political Action Committee-California Association of Realtors
-2802,California Real Estate Political Action Committee (CREPAC) - California Association Of Realtors
-2801,California Real Estate PAC CREPAC
-2800,California Real Estate PAC/CREPAC
-2799,California Real Estate PAC - California Association of Realtors Small Contributor Committee (CREPAC)
-2798,California Real Estate PAC - California Assoc of Realtors  (CREPAC)
-2797,California Real Estate PAC- California Association of Realtors
-2796,California Real Estate PAC (CREPAC) - California Association of Realtors
-2795,Cal. Real Estate PAC (CREPAC)
-2794,Calif. Real Estate PAC
-2793,California Reading Association
-2792,"C.A. Rasmussen Co., LLC"
-2791,California Radiological Society
-2790,California Radiological PAC aka CAL RAD PAC
-2789,California Radiological PAC (CAL RAD PAC)
-2788,Cal. Radiological PAC
-2787,California Radioactive Materials Management Forum
-2786,California Public Utilities Commission
-2785,California Public Utilities Commision
-2784,California Public Securities Association
-2783,California Public Parking Association
-2782,California Public Interest Research Group Calpirg
-2781,California Public Interest Research Group (Calpirg)
-2780,"California Public Interest Research Group,"
-2779,California Public Health Association - North
-2778,California Public Employees Retirement System Board of Administration
-2777,California Public Employees' Retirement System
-2776,California Public Defenders Association
-2775,California Public Defenders
-2774,Cal PT PAC
-2773,CA Psychological Association PAC
-2772,California Psychological Association
-2771,Cal. Psychiatric PAC
-2770,California Psychiatric Association
-2769,California Prosecutors Association
-2768,California ProLife Council
-2767,California Pro Life Council
-2766,California Professional Fire Firefighters
-2765,CA Professional Firefighters Political Action Committee
-2764,California Professional Firefighters PAC Small Contributor Committee
-2763,CA Professional FireFighters PAC - SCC
-2762,Cal. Professional Firefighters PAC (SCC)
-2761,California Professional Firefighters PAC
-2760,California Professional Firefighters
-2759,"California Professional Copy Service Association, Inc."
-2758,California Professional Association Of Specialty  Contractors Calpasc
-2757,California Professional Association Of Specialty Contractors
-2756,California Product Stewardship Council
-2755,California Producer Handler Assoc
-2754,California Producer-Handler Association
-2753,"California Probation, Parole And Correctional Association"
-2752,California Probate Referee Association
-2751,CA Probate Referee
-2750,California Private Foundation Coalition
-2749,California Prison Health Care Receivership Corp.
-2748,California Primary Care Association
-2747,California Preservation Foundation
-2746,California Premium Wine Association
-2745,California Precast Concrete Association
-2744,California Power PAC
-2743,CALIFORNIA POULTRY INDUSTRY FEDERATION-PAC
-2742,Cal. Poultry Federation State PAC
-2741,California Poultry Federation PAC
-2740,California Poultry Federation
-2739,California Portland Cement Company
-2738,California Pool and Spa Association
-2737,California Political Treasurer'S Association
-2736,California Police Chiefs Association
-2735,California Police Chiefs
-2734,California Poison Control System
-2733,California Podiatric PAC
-2732,California Podiatric Medical Association
-2731,California Plug in Electric Vehicle Collaborative
-2730,California Plastics Recyclers Coalition
-2729,California Pistachio Commission
-2728,California Pilots Pac
-2727,California Physicians Alliance
-2726,California Physical Therapy PAC (CAL TP PAC)
-2725,California Physical Therapy PAC (Cal PT PAC)
-2724,CA Physical Therapy PAC ( CA-PT-PAC)
-2723,California Physical Therapy PAC
-2722,California Physical Therapy Association
-2721,Cal. Physical Therapy (CAL PT) PAC
-2720,California Pharmacy Management
-2719,Cal. Pharmacists PAC
-2718,California Pharmacists Association
-2717,California Person Centered Advocacy Partnership
-2716,California Permanente Medical Groups PAC
-2715,California Perinatal Treatment Network
-2714,California Perfusion Society
-2713,California Pepper Commission
-2712,California Pear Growers Association
-2711,California Pear Growers
-2710,California Peace Officers Memorial
-2709,California Peace Officers Association
-2708,California Pawnbrokers Association PAC
-2707,California Pawnbrokers Association
-2706,California Partnership To End Domestic Violence
-2705,California Partnership
-2704,California Parole and Correctional Association
-2703,CA Park & Recreation Society Candidate PAC
-2702,California Park & Recreation Society
-2701,California Pan  Ethnic Health Network
-2700,California Pan - Ethnic Health Network
-2699,California Pan-Ethic Health Network
-2698,CAL Pacific Plumbing Systems
-2697,California PACE
-2696,California Outdoor Heritage Alliance
-2695,California Outdoors
-2694,California Orthotic  Prosthetic Association
-2693,California Orthotic & Prosthetic Association PAC
-2692,California Orthotics & Prosthetics Association
-2691,California Orthopaedic Association PAC
-2690,CA Orthopaedic Association/OPAC
-2689,California Orthopaedic Association
-2688,California Organization Of Police And Sheriffs
-2687,California Organics Recycling Council
-2686,California Optometric PAC (Cal-OPAC)
-2685,California Optometric PAC (aka CAL-OPAC)
-2684,California Optometric PAC
-2683,California Optometric Association
-2682,California Operators Association
-2681,California Online Poker Association
-2680,California OneCare
-2679,California Off Road Vehicle Association
-2678,California Official Court Reporters Association
-2677,California Occupational Medicine Physicians
-2676,CA Oaks
-2675,Californians with Disabilities Rights
-2674,California Nurse Midwives Association
-2673,CA Nurses Association Political Action Committee (CNA-PAC)
-2672,CA Nurses Association Political Action Committee
-2671,California Nurses Association PAC Small Contributor Committee (CNA PAC)
-2670,"California Nurses Association PAC, SCC"
-2669,California Nurses Association PAC (CNA PAC) Small Contributor Committee
-2668,CA Nurses Assn PAC (CNAPAC) SCC
-2667,CA Nurses Assn. PAC (CNA PAC)- SCC
-2666,California Nurses Association PAC (CNA PAC)
-2665,California Nurses Association PAC
-2664,California Nurses Association
-2663,California Nurse-Midwives Association
-2662,Californians United for a Responsible Budget
-2661,Californians Together Coalition
-2660,Californians Together
-2659,Californians To Defend An Open Primary
-2658,California NORML
-2657,California Normal
-2656,California Nonprofits
-2655,Californians for Trust  Responsibility  Unity & Empowerment PAC
-2654,Californians For School Facilities
-2653,Californians for Safety and Justice Tides Center
-2652,Californians for Safety and Justice
-2651,Californian's for Quality Early Learning
-2650,Californians For Public Broadcasting
-2649,Californians for Justice
-2648,Californians for Jobs and Strong Economy
-2647,Californians for Jobs & A Strong Economy
-2646,Californians For Ferret Legalization
-2645,Californians For Extended Product Responsibility
-2644,Californians for Electoral Reform
-2643,Californians for Disability Rights
-2642,Californians For Clean Energy And Jobs
-2641,Californians for a Healthy and Green Economy
-2640,California Newspaper Publishers Association
-2639,California New Car Dealers Association PAC
-2638,California New Car Dealers Association
-2637,California Nevada Soft Drink Association PAC
-2636,California Nevada Soft Drink Association
-2635,CA NV Conference of Operating Engineers PAC
-2634,California Nevada Conference of Operating Engineers
-2633,California Nevada Community Action Partnership
-2632,California Nevada Beverage Association PAC
-2631,California Neurology Society
-2630,California Naturopathic Medicine Committee
-2629,California Naturopathic Doctors Association
-2628,California Natural Resources Agency
-2627,California Natural Gas Vehicle Coalition
-2626,California Natural Gas Vehicle Association
-2625,California Native Plant Society
-2624,CALIF. NATIONS INDIAN GAMING ASSOC. SOVEREIGNTY PROTECTION FUND
-2623,California Nations Indian Gaming Association - Sovereignty Protection Fund
-2622,California Nations Indian Gaming Assoc. - All Purpose Sovereignty Protection Fund
-2621,California Nations Indian Gaming Association
-2620,California National Organization For Women
-2619,California Narcotic Officers Association California Police Chiefs Association
-2618,California Narcotic Officers' Association
-2617,Californians Allied for Patient Protection Political Action Committee
-2616,Californians Allied for Patient Protection PAC (CAPP PAC)
-2615,Californians Allied For Patient Protection
-2614,Californians Against Waste
-2613,Californians Against Higher Taxes
-2612,California Music Educators Association
-2611,California Music Education Association
-2610,California Music & Culture Association
-2609,California Municipal Utilities Association Desert Water Agency
-2608,California Municipal Utilities Association
-2607,California Municipal Finance Authority
-2606,California Moving And Storage Association
-2605,Cal. Motorcycle Dealers Assn PAC
-2604,California Motor Car Dealers Association
-2603,"CA Mortgage Bankers Assoc. Political Action PAC Two, Sponsored by: California Mortgage Bankers Association"
-2602,California Mortgage Bankers  Association PAC Sponsored by CA Mortgage Bankers Assoc.
-2601,California Mortgage Bankers Association PAC (CAMPAC)
-2600,California Mortgage Bankers Association PAC
-2599,California Mortgage Bankers Association
-2598,California Mortgage Association PAC
-2597,California Mortgage Association
-2596,California Mobilehome Parkowners Alliance PAC
-2595,California Mobilehome Parkowners Alliance
-2594,California Mining Association
-2593,California Military Officer Association of America
-2592,California Military Department
-2591,California Metals Coalition PAC
-2590,Ca Metals CoalitionCcsoj
-2589,California Metals Coalition/Ccsoj
-2588,California Metals Coalition
-2587,California Mentor
-2586,California Mental Health Planning Council
-2585,California Mental Health Advocates for Children and Youth
-2584,"California Medical Transportation Association, Inc."
-2583,California Medical Association Political Action Committee (CALPAC)
-2582,California Medical Association PAC (CALPC)
-2581,California Medical Association PAC (CALPAC)
-2580,California Medical Association PAC
-2579,CA Medical Assn (CALPAC) -SCC
-2578,CA Marketing & Promotion Group Inc.
-2577,California Marine Parks And Harbors Association
-2576,California Marine Affairs And Navigation Conference
-2575,California March Of Dimes Birth Defects Foundation
-2574,California Manufacturing & Technology Association
-2573,California Manufacturers & Technology Assoc PAC
-2572,California Manufacturers & Technology Association (CMTA) PAC
-2571,CA Manufacturers & Technology Assn. (CMTA) Issues PAC
-2570,California Manufacturers & Technology
-2569,Cal. Manufactured Housing PAC
-2568,California Manufactured Housing Institute
-2567,California Manufactures & Technology Association
-2566,California Machinists Non-Partisan Political League
-2565,California Lyme Disease Association
-2564,california low income consumer coalition
-2563,California Low Carbon Fuel And Energy Coalition
-2562,California Long Term Care Ombudsman Association
-2561,CA Long Term Care Insurance Services
-2560,California Long-Term Care Ombudsman Association
-2559,California Lodging Industry Association
-2558,California Local Conservation Corps
-2557,California Loan and Jewelry
-2556,California Life Settlement Association
-2555,California Life Sciences Association Pac
-2554,California Life Sciences Association
-2553,California Life & Health Insurance Guarantee Association
-2552,"California Lieutenant Governor, Gavin Newsom"
-2551,California Licenses Foresters Association
-2550,California Licensed Foresters Association
-2549,California Library Association
-2548,CA LGBT Health and Human Services Network
-2547,California Legislative Irish Caucus
-2546,"California Legislative Conference Of Plumbing, Heating & Piping Industry"
-2545,California Legislative Coalition For Interior Design
-2544,California Legislative Black Caucus Policy Institute
-2543,California Legislative Black Caucus
-2542,CA Legislative Armenian Caucus
-2541,California Legislative Advocates
-2540,California League of United Latin American Citizens
-2539,California League of Park Associations
-2538,California League Of Middle Schools
-2537,California League Of High Schools
-2536,CA League of Food Processors PAC
-2535,California League of Food Processors
-2534,California League Of Conservation Voters
-2533,California Lawyers Guild
-2532,California Law Revision Commission
-2531,"California Law Enforcement Association of Records Supervisors, Inc."
-2530,California Latino Legislative Caucus Foundation
-2529,CA Latino Caucus Leadership PAC
-2528,California Latinas for Reproductive Justice
-2527,California Large Energy Consumers Association
-2526,California La Raza Lawyers Association
-2525,California Language Teachers' Association
-2524,CA Land Title Association Political Action Committee
-2523,Calif. Land Title Assoc. PAC
-2522,California Land Title Association
-2521,California Land Surveyors Association
-2520,"CA Landscape Contractors Association, Inc Land PAC"
-2519,California Landscape Contractor'S Association
-2518,"California Labor Federation, Committee on Political Education"
-2517,California Labor Federation- Committee on Political Education
-2516,CA Labor Federation
-2515,California Labor and Workforce Development Agency
-2514,California Kiwifruit Commission
-2513,California Jump Start Coalition
-2512,California Judicial Council
-2511,California Judges Association
-2510,California Jewish Legislative Caucus Leadership Foundation
-2509,California Japanese American Community Leadership Council
-2508,California Investor'S Mutual
-2507,California Invasive Plant Council
-2506,California Interscholastic Federation
-2505,California International Baccalaureate Organization
-2504,California Interfaith Power & Light
-2503,California Integrated Physician Practice Association
-2502,California Insurance Wholesalers Association
-2501,California Insurance Guarantee Association
-2500,"Cal Insurance Associates, Inc."
-2499,California Institute for Rural Studies
-2498,California Institute For Regenerative Medicine
-2497,California Infill Federation PAC
-2496,California Infill Federation
-2495,CA Infill Builders Federation PAC
-2494,California Industrial Hygiene Council
-2493,California Indian Museum And Cultural Center
-2492,California Independent Telephone PAC
-2491,California Independent Telephone Companies
-2490,California Independent Telecommunications Companies
-2489,California Independent System Operator ISO
-2488,California Independent System Operator (I.S.O.)
-2487,California Independent Public Employees Legislative Council Inc.
-2486,California Independent Petroleum PAC
-2485,California Independent Petroleum Association PAC (CIPAC State PAC)
-2484,CA Independent Petroleum Association PAC (CIPAC)
-2483,Calif. Independent Petroleum Assoc. PAC
-2482,California Independent Petroleum Assn. (CIPAC) State PAC
-2481,CA Independent Petroleum Association (CIPAC)PAC
-2480,California Independent Petroleum Association (Cipa)
-2479,California Independent Petroleum Association
-2478,California Independent Oil Marketers PAC
-2477,California Independent Oil Marketers Association
-2476,California Independent Grocers And Convenience Stores
-2475,California Independent Bankers Of The Independent Community Bankers Of America
-2474,California In-Home Supportive Services Consumers Alliance
-2473,California Immigration Policy Center
-2472,California Immigrant Youth Justice Alliance
-2471,California Immigrant Policy Center (CIPC
-2470,California Imigrant Policy Center
-2469,California Housing Partnership
-2468,California Housing Council Inc.
-2467,California Housing Consortium
-2466,California Housing Authorities Association
-2465,California Houndsmen For Conservation
-2464,Calif. Hotel & Lodging Assoc. PAC
-2463,California Hotel & Lodging Association
-2462,"CA Hospital Assn. PAC, Sponsored by CA Assn. of Hospitals & Health Systems (CAHHS)"
-2461,California Hospital Association PAC Sponsored By CA Association Of Hospitals And Health System
-2460,California Hospital Association PAC sponsored by CAHHS
-2459,California Hospital Association PAC
-2458,"California Hospital Association, Et Al."
-2457,"California Hospital Association, California Association Of Hospitals And Health Systems"
-2456,California Hospital Association
-2455,California Hospice & Palliative Care Association
-2454,California Homeless Youth Project
-2453,CA Home Builders
-2452,California HIV Alliance
-2451,California Historical Society
-2450,California Hispanic Chamber Of Commerce
-2449,California Highway Patrol
-2448,California High Speed Rail Authority
-2447,Cal Heritage
-2446,California Hepatitis Alliance
-2445,California Hearing Healthcare Providers PAC
-2444,California Healthy Nail Salon Collaborative
-2443,California Health Professionals Student Alliance
-2442,California Health Information Association
-2441,Calif. Healthcare Institute PAC
-2440,California Health Care Institute
-2439,California Healthcare Association And Affiliated Entities
-2438,California Health and Wellness
-2437,California Health Alliance
-2436,California Health Advocates
-2435,California Health Access
-2434,California Health+Advocates
-2433,California Head Start Association
-2432,CaliforniaHawaii State Conference Of The Naacp
-2431,California Harness Horsemen'S Association
-2430,California Guild
-2429,California Growers Association
-2428,California Groundwater Association
-2427,CALIFORNIA GROCERS ASSOCIATION POLITICAL ACTION COMMITTEE
-2426,Cal. Grocers Assoc. PAC
-2425,California Grocers Association
-2424,"California Greenworks, Inc."
-2423,California Grape Rootstock Improvement Commission
-2422,CA Grape & Tree Fruit League (FRUITPAC)
-2421,California Grape & Tree Fruit League
-2420,California Grand Jurors' Association
-2419,California Grand Casino
-2418,California Grain & Feed Association PAC
-2417,California Grain & Feed Association
-2416,California Golf Course Superintendents Association
-2415,Cal Giant
-2414,California Geotechnical Engineers Association
-2413,California Gaming Association
-2412,California Gambling Control Commission
-2411,California Futures Network
-2410,California Future Farmers of America
-2409,California Furniture Manufacturers Association
-2408,California Funeral Directors Association
-2407,California Fresh Fruit Association PAC  (FruitPAC)
-2406,California Fresh Fruit Association PAC
-2405,California Fresh Fruit Association
-2404,California Four Wheel Drive Association
-2403,California Foundation For Independent Living Centers
-2402,California Forward
-2401,California for Safety and Justice
-2400,Californias for Jobs & A Strong Economy
-2399,California Forestry Association PAC
-2398,California Forestry Association
-2397,California Forest Products Commission
-2396,California for Disability Rights Inc.
-2395,California Food Policy Advocates
-2394,California Fisheries And Seafood Institute
-2393,California Fish & Game Warden Supervisors And Managers Association (Cfgwsma)
-2392,California Fish And Game Wardens' Association
-2391,California Fire Safe Council
-2390,California Fire Marshals Association
-2389,"Cal Fire Local 2881, Small Contributor Committee"
-2388,Cal Fire Local 2881
-2387,California Fire Fighters Association
-2386,California Fire Chiefs Association
-2385,CAL Fire
-2384,California Financial Service Providers
-2383,CA Financial Services Association PAC
-2382,California Financial Services Association
-2381,Ca Film Extruders  Converters Association
-2380,California Film Extruders & Converters Association
-2379,California Fence Contractors Association
-2378,CA Federation of Teachers COPE SCC
-2377,California Federation of Teachers COPE
-2376,"California Federation of Teachers, AFL-CIO"
-2375,California Federation Of Teachers
-2374,California Federation Of Republican Women
-2373,California Farm Link
-2372,California Farm Bureau Fund to Protect the Family Farm (Farm PAC)
-2371,CA Farm Bureau Federation PAC (FarmPAC)
-2370,California Farm Bureau Federation Fund to Protect the Family Farm (FARMPAC)
-2369,California Farm Bureau Association
-2368,California Farm Bureau
-2367,"California Family Resource Association, A Project Of Cif Of The San Francisco Foundation"
-2366,California Family Resource Association A Fiscally Sponsored Project Of Community Initiatives
-2365,California Family Resource Association
-2364,California Family Health Council Inc.
-2363,California Family Council
-2362,California Families for Access to Midwives
-2361,California Faculty Association
-2360,California Faculty Associaiton
-2359,California Exposition And State Fair
-2358,California Escrow Association
-2357,California Equine Industry Council
-2356,California Environmental Protection Agency
-2355,California Environmental Justice Alliance
-2354,California Energy Storage Alliance
-2353,California Energy Efficiency Industry Council
-2352,"California Employment Opportunity Network, Inc."
-2351,California Employment Lawyers Association
-2350,California Employment Law Council
-2349,California Emissions Testing Industry Association
-2348,California Emerging Technology Fund
-2347,California Emergency Foodlink
-2346,California Electric Transportation Coalition
-2345,California Electrical Contractors PAC
-2344,California Elder Justice Coalition Co-Sponsor
-2343,California Elder Justice Coalition
-2342,California Educational Technology Professionals Association
-2341,California EDGE Coalition
-2340,California Earthquake Authority
-2339,California Dvbe Alliance
-2338,California Dump Truck Owners Association
-2337,California Drug And Alcohol Testing Alliance
-2336,California Dream Team
-2335,California Dream Network
-2334,California Downs Syndrome Advocacy Coalition
-2333,California Domestic Workers Coalition
-2332,California Domestic Water Co.
-2331,ca district council of roofers
-2330,CA Distributors Assoc. PAC
-2329,California Distributors Association
-2328,California Distance Learning Association
-2327,California Disposable Medical Supplies Coalition
-2326,California Disability Service Association
-2325,California Disability Senior Community Action Network
-2324,California Disability Rights
-2323,California Disability Community Action Network
-2322,California Director of Clean Water Action
-2321,California Dietetic Association
-2320,California Dialysis PAC
-2319,California Dialysis Council
-2318,California Dermatology Society PAC (CalDERM PAC)
-2317,Cal. Dermatology Society PAC
-2316,CA Department of Transportation
-2315,California Department of Public Health
-2314,California Department of Justice
-2313,CA Dept. of Insurance
-2312,California Department of Food and Agriculture
-2311,California Department of Finance
-2310,California Department of Corrections & Rehabilitation
-2309,CA Dept. of Conservation
-2308,California Dental Political Action Committee Small Contributor(CALDPAC)
-2307,CA Dental Political Action Committee - Small Contributor (CalDPAC)
-2306,CALIFORNIA DENTAL POLITICAL ACTION COMMITTEE-SMALL CONTRIBUTOR (CALPAC)
-2305,California Dental Political Action Committee
-2304,California Dental PAC Small Contributor (CALDPAC)
-2303,CA Dental PAC - Small Contributor (CalDPAC)
-2302,California Dental PAC - SCC
-2301,California Dental PAC (SCC)
-2300,California Dental PAC (CALDPAC) Small Contributor Committee
-2299,CA Dental PAC (CALDPAC) -SCC
-2298,California Dental PAC (CALDPAC)
-2297,California Dental PAC
-2296,California Dental Hygienists' PAC
-2295,California Dental Hygienists Association
-2294,California Dental Association
-2293,California Dental Assistants Association
-2292,California Democrats for Education Reform
-2291,California Delivery Association
-2290,California Defense Counsel PAC
-2289,California Defense Counsel
-2288,California Defense Council PAC
-2287,California Declining Enrollment Coalition
-2286,California Date Commission
-2285,California Dairies Incorporated
-2284,California Dairies California Activities
-2283,California Dairies
-2282,California Cut Flower Commission
-2281,California Credit Union League PAC
-2280,California Credit Union League
-2279,California Credit Union
-2278,"California Credits Group, Llc, The"
-2277,California Creditors Bar Association
-2276,California Craft Brewers Association
-2275,California Coverage and Health Initiatives
-2274,California Court Reporters Association
-2273,California County Welfare Directors Association
-2272,California County Superintendents Education Services Association
-2271,California County Superintendents Educational Services Association Ccsesa
-2270,California County Superintendents Educational Services Association
-2269,California Council on Science and Technology
-2268,California Council On Alcohol Problems (Ccap)
-2267,California Council of the Service Employees International Union
-2266,California Council Of The Blind
-2265,California Council of the American Society of Landscape Architects
-2264,California Council Of The Alzheimer'S Association
-2263,California Council of Service Employees International Union
-2262,"California Council Of Nonprofit Organizations, Inc."
-2261,California Council Of Land Trusts
-2260,California Council Of Community Mental Health Agencies
-2259,California Council of Churches
-2258,California Council of Chapters
-2257,California Council For The Social Studies
-2256,California Council For The Advancement Of Pharmacy
-2255,California Council for Interior Design Certification
-2254,California Council for Environmental Economic Balance
-2253,California Council For Environmental & Economic Balance (Cceeb)
-2252,California Council For Environmental And Economic Balance
-2251,California Council For Adult Education
-2250,California CouncilAmerican Society Of Landscape Architects
-2249,California Cotton Growers Association
-2248,CA Cotton Ginners/Growers PAC
-2247,California Cotton Ginners Association
-2246,California Cotton Ginners and Growers PAC
-2245,California Cotton Ginners and Growers Associations
-2244,"California Correctional Supervisors Organization, Inc."
-2243,California Correctional Peace Officers Association Political Action Committee
-2242,California Correctional Peace Officers Assn PAC  (CCPOA PAC)
-2241,California Correctional Peace Officers Association PAC  (CCPOA)
-2240,California Correctional Peace Officers Assoc PAC
-2239,"California Correctional Peace Officers Association, CCPOA"
-2238,CA Correctional Peace Officers Association (CCPOA) PAC
-2237,California Correctional Peace Officers Association
-2236,California Correctional Healthcare Services
-2235,California Contract Cities
-2234,California Continuing Care Residents Association  sponsor
-2233,California Continuing Care Residents Associations  - Sponsor
-2232,California Continuing Care Residents Association
-2231,California Continuation Education Association
-2230,CA Consulting
-2229,California Construction Trucking Association
-2228,California Construction Industrial Materials Association
-2227,California Construction & Industrial Materials Association PAC
-2226,CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIALS ASSOCIATION
-2225,California Consortium of Addiction Programs and Professionals
-2224,California Consortium For Independent Study
-2223,california consortium for behavioral  analysis
-2222,California Conservation Corps Foundation
-2221,California Conservation Corps
-2220,"Cal Connected, LLC"
-2219,"California Conference Of Mason Contractor Associations, Inc."
-2218,California Conference Of Machinists
-2217,California Conference of Carpenters
-2216,California Conference Board Of The Amalgamated Transit Union
-2215,California Conference Board of Amalgamated Transit Union
-2214,California Conference Board Amalgamated Transit Union PAC
-2213,California Conference Board Amalgamated Transit Union
-2212,California Concrete Contractors Association
-2211,California Computing Technology Industry Association
-2210,California Compost Coalition
-2209,California Competes
-2208,California Community Partnership For The Prevention Of Financial Abuse
-2207,California Community Foundation
-2206,California Community College League
-2205,California Community College Independents
-2204,California Community Colleges EOPS Association
-2203,"California Community Colleges Chancellors Office,"
-2202,"California Community Colleges, CalWorks Association"
-2201,California Community College CalWORKs Associates
-2200,California Community College Association For Occupational Education
-2199,California Community Colleges
-2198,California Community Action Partnership Association
-2197,California Common Cause
-2196,California Commission on the Status of Women and Girls
-2195,California Commission on Aging Co-Sponsor
-2194,California Commission on Aging - Co-Sponsor
